rnum,productGb,prdlstReportNo,prdlstNm,prdkind,prdkindstate,capacity,manufacture,seller,rawmtrl,allergy,nutrient,barcode,imgurl1,imgurl2
8738,축산물,19960230001366,허쉬 초코&초코 바 ,아이스크림,유지방함량9%,80ml,롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,"정제수,유크림(독일산,뉴질랜드산),설탕,초콜릿[설탕,코코아매스(코코아빈;가나산,에콰도르산),코코아프리퍼레이션(외국산;네덜란드·프랑스·싱가포르),식물성유지Ⅰ,코코아버터],혼합분유(외국산(네덜란드·캐나다·미국);탈지분유,유청),식물성유지Ⅱ,코코아분말Ⅰ(싱가포르산),코코아분말Ⅱ(미국산),코코아분말Ⅲ(싱가포르산),혼합제제(유화제,구아검,카라기난,셀룰로스검,알긴산나트륨,산도조절제,황산칼슘),합성향료(초코향),정제소금","우유,대두 함유","총 내용량 80ml 230kcal 나트륨 45mg 2%, 탄수화물23g 7%, 당류 20g 20%, 지방 14g 26%, 트랜스지방 0g, 포화지방 7g 47%, 콜레스테롤 20mg 7%, 단백질 3g 5% 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8801062412457,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001366/19960230001366-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001366/19960230001366-2.jpg
8739,축산물,19960230001329,나뚜루 프렌치 아포가또,아이스크림,유지방11%,474ml,롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,㈜롯데리아 서울시 용산구 한강대로 71길47,"유크림(국산),정제수,탈지농축우유(국산),백설탕,블랙쿠키칩(밀가루(미국산,호주산),백설탕,쇼트닝(말레이시아산),코코아분말,옥분,레시틴),커피시럽(백설탕,액상과당,커피농축액,변성전분,산도조절제,로커스트콩검),난황액,천연착향료(바닐라향),커피(수입산),커피농축액(콜롬비아산),당류가공품","우유,계란,대두,밀","1회제공량1/5컵(95ml)총약 5회 제공량(474ml) *()%영양소기준치:1일 영양소 기준치에 대한 비율 1회제공량당 함량: 열량 220kcal 탄수화물 23g(7%),당류 18g, 단백질 4g (7%),지방 13g (25%),포화지방 8g (53%),트랜스지방 0g,콜레스테롤 60mg(20%),나트륨 70mg (4%)",8801062474011,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001329/19960230001329-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001329/19960230001329-2.jpg
8740,축산물,19960230001304,마다가스카르 바닐라 월드콘,아이스크림,유지방함량7%,"800ml(1,325kcal)",F3-롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,F3-롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,"정제수,과자[밀가루(밀:미국산,호주산),백설탕,쇼트닝(부분경화유;말레이시아산),레시틴,정제소금],백설탕,준초콜릿[백설탕,야자유(외국산:말레이시아·인도네시아·필리핀),코코아분말(외국산:말레이시아·싱가포르·인도네시아),유당,식물성유지,레시틴],혼합분유(외국산(네덜란드·캐나다·미국 등):탈지분유,유청분말),가공버터(유크림,야자유),기타올리고당,초콜릿가공품,농축우유,견과류가공품,식물성유지,혼합제제Ⅰ(유화제,셀룰로오스검,구아검,카라기난),천연착향료(바닐라향),정제소금,혼합제제Ⅱ(치자황색소,덱스트린,비트레드)","밀,대두,우유,땅콩 함유","총 내용량 800ml(160mlx5개입) 1개 (160ml)당 265kcal  1개당 1일 영양성분 기준치에 대한 비율 나트륨 55mg 3%탄수화물 33g 10%, 당류 22g 22%,지방 13g 24%,트랜스지방 0g, 포화지방 7g 47%,콜레스테롤 15mg 5%,단백질 4g 7% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001304/19960230001304-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001304/19960230001304-2.jpg
8741,축산물,19960230001238,본젤라또 블랙쿠키&소프트초코,아이스크림,알수없음,90 ml,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,"정제수,준초콜릿(설탕,식물성유지Ⅰ(외국산;아르헨티나∙미국∙베트남 등),코코아매스(코코아빈:가나산),식물성유지Ⅱ,코코아프리퍼레이션,레시틴),유크림(독일산,뉴질랜드산),설탕,올리고당가공품(물엿,올리고당,기타과당),혼합분유(외국산(네덜란드∙캐나다∙미국);탈지분유,유청),블랙칩비스켓(밀가루(밀:미국산,호주산),설탕,쇼트닝(말레이시아산),코코아분말,옥수수분말),전분가공품,천연향료(바닐라향),혼합제제(구아검,카라기난,산도조절제,로커스트콩검,타마린드검),유화제,커피,안나토색소","대두,우유,밀 함유","총 내용량 90 ml,255 kcal,나트륨 40mg(2%),탄수화물 24g(7%),당류 18g(18%),지방 16g(30%),트랜스지방 0g,포화지방 9g(60%),콜레스테롤 20mg(7%),단백질 3g(5%),1일 영양성분기준치에 대한 비율(%)은 2,000 kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8801062418497,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001238/19960230001238-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001238/19960230001238-2.jpg
8742,축산물,19960230001235,본젤라또녹차,아이스크림,알수없음,474 ml,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,"정제수,유크림(독일산,뉴질랜드산),설탕,올리고당가공품(물엿,올리고당,기타과당),혼합분유(외국산(네덜란드∙캐나다∙미국);탈지분유,유청),고형차(녹차;제주산),혼합제제Ⅰ(홍화황색소,정제수,치자청색소,주정),전분가공품,혼합제제Ⅱ(구아검,카라기난,산도조절제,로커스트콩검,타마린드검),유화제",우유 함유,"총 내용량 474 ml,100 ml당 180 kcal,나트륨 40mg(2%),탄수화물 22g(7%),당류 17g(17%),지방 9g(17%),트랜스지방 0g,포화지방 6g(40%),콜레스테롤 30mg(10%),단백질 2g(4%),1일 영양성분기준치에 대한 비율(%)은 2,000 kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8801062454198,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001235/19960230001235-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001235/19960230001235-2.jpg
8743,축산물,19960230001230,본젤라또 치즈베리,아이스크림,알수없음,474 ml,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,"정제수,유크림(독일산,뉴질랜드산),설탕,딸기블루베리시럽[가당딸기(딸기:국내산),설탕,정제수,블루베리농축액3%(칠레산;고형분함량65%),아미드펙틴,변성전분],올리고당가공품(물엿,올리고당,기타과당),치즈케익(미국산;크림치즈,설탕,전란분,밀가루,버터),혼합분유(탈지분유,유청),크림치즈파우더(덴마크산)전분가공품,혼합제제(구아검,카라기난,산도조절제,로커스트콩검,타마린드검),유화제","우유,밀,계란,대두 함유","총 내용량 474 ml,100 ml당 203 kcal,나트륨 80mg(4%),탄수화물 24g(7%),당류 17g(17%),지방 11g(20%),트랜스지방 0g,포화지방 6g(40%),콜레스테롤 30mg(10%),단백질 2g(4%),1일 영양성분기준치에 대한 비율(%)은 2,000 kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8801062422791,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001230/19960230001230-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001230/19960230001230-2.jpg
8744,축산물,19960230001179,나뚜루 녹차,아이스크림,유지방13%,474ml,롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,롯데지알에스㈜서울시 용산구 한강대로71길 47,"유크림(독일산),정제수,탈지농축우유(국산),설탕,난황액(미국산),고형차(녹차:국산),혼합제제(홍화황색소,치자청색소,주정)","우유,계란 함유","총 내용량 474ml 100ml당 200kcal  나트륨 55mg 3%탄수화물 17g 5%, 당류 17g 17%,지방 13g 24%,트랜스지방 0g, 포화지방 8g 53%,콜레스테롤 75mg 25%,단백질 4g 7% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001179/19960230001179-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001179/19960230001179-2.jpg
8745,축산물,19960230001161,허쉬 쿠키크런치,아이스크림,알수없음,170 ml,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,"정제수,과자[밀가루(밀;미국산,호주산),설탕,쇼트닝(부분경화유;말레이시아산),레시틴,정제소금],준초콜릿[설탕,야자유(외국산;말레이시아∙인도네시아∙필리핀),코코아분말(외국산;말레이시아∙싱가포르∙인도네시아),유당,식물성유지,레시틴]설탕,혼합분유(외국산(네덜란드∙캐나다∙미국);탈지분유,유청),쿠키(밀가루(밀;미국산,호주산),설탕,쇼트닝(말레이시아산),코코아분말,곡류가공품),당류가공품Ⅰ(설탕,물엿,피칸분태,변성전분,버터),올리고당 가공품,가공버터,아몬드분태,팜유,당류가공품Ⅱ,난황액,혼합제제Ⅰ(유화제,셀룰로오스검,구아검,카라기난),천연향료(바닐라향),합성향료(바닐라향),혼합제제Ⅱ(덱스트린,치자황색소,비트레드)","밀,우유,대두,계란 함유","총 내용량 170 ml,330 kcal,나트륨 80mg(4%),탄수화물 43g(13%),당류 26g(26%),지방 15g(28%),트랜스지방 0g,포화지방 9g(60%),콜레스테롤 15mg(5%),단백질 5g(9%),1일 영양성분기준치에 대한 비율(%)은 2,000 kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001161/19960230001161-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001161/19960230001161-2.jpg
8746,축산물,19960230001144,나뚜루 초코,아이스크림,유지방12%,474ml,롯데제과㈜대전광역시 대덕구 문평동로 18번길 21,㈜롯데리아 서울시 용산구 한강대로 71길47,"정제수,유크림(독일산),탈지농축우유(국산),백설탕,초콜릿[코코아맷,(코코아빈:가나산),백설탕,코코아버터(말레이시아산),코코아프리퍼레이션(외국산:싱가포르·네덜란드·프랑스),식물성유지],난황액,코코아분말","우유,계란,대두 함유","총 내용량 474ml 100ml당 210kcal  나트륨 55mg 3%탄수화물 20g 6%, 당류 17g 17%,지방 13g 24%,트랜스지방 0g, 포화지방 9g 60%,콜레스테롤 70mg 23%,단백질 4g 7% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001144/19960230001144-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001144/19960230001144-2.jpg
8747,축산물,19960230001130,허쉬크런치아몬드,아이스크림,알수없음,160 ml,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,롯데제과㈜/대전광역시 대덕구 문평동로 18번길 21,"정제수,과자[밀가루(밀;미국산,호주산),설탕,쇼트닝(부분경화유;말레이시아산),레시틴,정제소금],유크림(독일산,뉴질랜드산),설탕,준초콜릿[설탕,야자유(외국산;말레이시아∙인도네시아∙필리핀),코코아분말(외국산;말레이시아∙싱가포르∙인도네시아),유당,식물성유지Ⅰ,레시틴],혼합분유,초콜릿가공품,식물성유지Ⅱ,아몬드분태(미국산)쿠키칩,코코아분말Ⅰ,올리고당가공품,코코아분말Ⅱ,코코아분말Ⅲ,혼합제제(유화제,구아검,카라기난,셀룰로스검,알긴산나트륨,산도조절제,황산칼슘),합성향료(초코향),정제소금","밀,우유,대두 함유","총 내용량 160 ml,305 kcal,나트륨 60mg(3%),탄수화물 39g(12%),당류 25g(25%),지방 15g(28%),트랜스지방 0g,포화지방 9g(60%),콜레스테롤 20mg(7%),단백질 4g(7%),1일 영양성분기준치에 대한 비율(%)은 2,000 kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001130/19960230001130-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960230001130/19960230001130-2.jpg
8748,식품,19960188088539,맛짬뽕타우린컵밥,즉석조리식품,알수없음,85g(315kcal),태경농산㈜/대구광역시 달성군 논공읍 논공로 87길 9,알수없음,"복원용밥[쌀(국내산),식용유지가공품,혼합제제(산도조절제),복합액상토코페롤{혼합제제:글리세린,d-토코페롤(혼합형),유화제}],페이스트스프[볶음짬뽕베이스{양파(국산)},복합엑기스{양파(국산)},국간장,정백당,홍합맛분말,돈골추출물,정제염,비프육수추출물,매콤해물맛풍미유,간짬뽕풍미유,사골추출물,볶음짬뽕맛오일,향미증진제,파기름,정제수,타우린,육수맛조미베이스,해물베이스,숯불베이스분말,후추분말,고춧가루,파프리카추출색소,매운맛조미분,조미청고추분말],건양배추(중국산),동결건조오징어,건청경채,건목이버섯,조미건조홍고추링,컬미역,대두,밀,게,새우,돼지고기,쇠고기,오징어,조개류(굴,홍합)함유  ","밀,대두,우유,돼지고기,쇠고기","1식기준 일일권장량대비%: 열량 315kcal,탄수화물53g 16%, 당류6g, 단백질 8g 15%,지방8g 16%, 포화지방1.7g 11%, 트랜스지방 0g, 콜레스테롤10mg 3%, 나트륨 1290mg 65% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088539/19960188088539-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088539/19960188088539-2.jpg
8749,식품,19960188088522,짜왕가바컵밥,즉석조리식품,알수없음,97g(380kcal),태경농산㈜/대구광역시 달성군 논공읍 논공로 87길 9,알수없음,"복원용밥56.7%[쌀93.3%(국내산),식용유지가공품,혼합제제(산도조절제),복합액상토코페롤{혼합제제:글리세린,d-토코페롤(혼합형),유화제}],페이스트스프[볶음짜장{춘장(대두:수입산)},정제수,미강유{정제미강유(태국산)},양파조미유,정백당,간짜장분말,조미짜장분말,분말카라멜(카라멜색소,말토덱스트린),참기름,짜장풍미유,돈골추출물,볶음조미감자분,볶음풍미분말,볶음양파분,숯불베이스분말,다시마추출물,육수맛조미베이스,정제염,연유,향미증진제,유산균발효다시마추출물,생강농축액],건양배추,건청경채,건당근,조미밀단백  ","밀,대두,우유,돼지고기,쇠고기 ","1식기준 일일권장량대비%: 열량 380kcal,탄수화물61g 18%, 당류8g, 단백질 7g 13%,지방12g 24%, 포화지방2.5g 17%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 800mg 40% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088522/19960188088522-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088522/19960188088522-2.jpg
8750,식품,19960188088511,손맛사골국,즉석조리식품,알수없음,6.6g,알수없음,알수없음,"손맛사골국분말스프[정제염(국내산),비프사골풍미료{사골추출물분말(비프스웁스톡:뉴질랜드산,사골:호주산),비프풍미료(정제우지:호주산)},소고기풍미분{감칠맛분말(아미노산베이스:중국산),비프스탁분말(쇠고기:호주산)},도가니맛조미분{도가니맛엑기스(사골추출물:호주산)},육수맛조미베이스,정제포도당,사골추출물분말{사골추출물(사골:호주산)},비프스톡조미분(비프본오일(사골:호주산)},꼬리곰탕베이스분말{쇠고기엑기스(쇠고기:호주산)},마늘베이스,낙우밀,동결건조파,구운맛김추출분말,이산화규소,향미증진제} ","우유,대두,밀,쇠고기 함유","1식기준 일일권장량대비%: 열량 10kcal,탄수화물3g 1%, 당류1g, 단백질 0g 0%,지방0g 0%, 포화지방0g 0%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 970mg 49% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088511/19960188088511-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088511/19960188088511-2.jpg
8751,식품,19960188088509,손맛된장국,즉석조리식품,알수없음,5.9g,알수없음,알수없음,"손맛된장국분말스프[된장국혼합분{옛날식된장분말(대두:외국산),무장국베이스분말,지미베이스,덱스트린,정제염,정백당,멸치추출물베이스,L-글루타민산나트륨(향미증진제),향미증진제,구아검},동결건조두부디이스(대두:중국산),컬미역(미역:국내산),건파]","대두,밀,쇠고기 함유","1식기준 일일권장량대비%: 열량 16kcal,탄수화물3g 1%, 당류0g, 단백질 1g 2%,지방0g 0%, 포화지방0g 0%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 570mg 29% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088509/19960188088509-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088509/19960188088509-2.jpg
8752,식품,19960188088508,손맛미역국,즉석조리식품,알수없음,3.5g,알수없음,알수없음,"손맛미역국분말스프[컬미역(미역:국내산/천일염:호주산),미역국추출물분말(명태:러시아산/건미역:국내산),정제염(국내산),육수조미베이스분말,무장국베이스분말,마늘베이스,L-글루타민산나트륨(향미증진제),이산화규소,다시맛조미분말,후추분말,향미증진제] ","대두,밀,쇠고기 함유","1식기준 일일권장량대비%: 열량 4kcal,탄수화물1g 0%, 당류0g, 단백질 0g 0%,지방0g 0%, 포화지방0g 0%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 530mg 27% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088508/19960188088508-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088508/19960188088508-2.jpg
8753,식품,19960188088453,굉장한컵밥비프카레맛,즉석섭취,편의식품류/즉석조리식품,85g,태경농산㈜/대구광역시 달성군 논공읍 논공로 87길 9,알수없음,"복원용밥62.2%[쌀99.4%(국내산),식용유지가공품,혼합제제(산도조절제),복합액상토코페롤{글리세린,d-토코페롤(혼합형),유화제}],비프육수추출물[쇠고기가수분해액{쇠고기(호주산),정제염(국산)},비프스웁스톡(뉴질랜드산)],옥배유,양파,정백당,토마토페이스트,정제수,버터,육수맛조미베이스,타이두리소스,치킨추출농축액,쇠고기수육,정제염,건조채심,건양파,고과당,유크림혼합분,건당근,탈지분유,비프엑기스,마늘,땅콩볶음분,생각,동결건조생생고추분말,변성전분,난황분말,레몬농축액,향미증진제,후추분말","탈지대두(대두),토마토페이스트(토마토),버터(우유),땅콩볶음분(땅콩),난황분말(계란),밀단백추출물(밀)","1식기준 일일권장량대비%: 열량 295kcal,탄수화물58g 18%, 당류10g, 단백질 6.5g 12%,지방4g 8%, 포화지방1.1g 7%, 트랜스지방 0g, 콜레스테롤7mg 2%, 나트륨 1230mg 62% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088453/19960188088453-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088453/19960188088453-2.jpg
8754,식품,19960188088452,굉장한컵밥오징어볶음맛,즉석섭취,편의식품류/즉석조리식품,86.3g,태경농산㈜/대구광역시 달성군 논공읍 논공로 87길 9,알수없음,"복원용밥62.2%[쌀99.4%(국산),식용유지가공품,혼합제제(산도조절제),복합액상토코페롤{글리세린,d-토코페롤(혼합형),유화제}],고추장[물엿,소맥분(밀:미국산,호주산),양념다대기(중국산),밀쌀,고춧가루],야채볶음풍미유[미강유(태국산),대파(국산),마늘(국산),생강,d-토코페롤(혼합형)],양조간장,정제수,고추양념소스,고과당,미림,건조채심,동결건조오징어,건양배추,오징어추출물,혼합야채농축액,정백당,건파,해물볶음소스,난황분말,동결건조생생고추분말,참기름,향미증진제,파프리카추출색소","양조간장(밀,대두),새우엑기스(새우),난황분말(계란)","1식기준 일일권장량대비%: 열량 305kcal,탄수화물57g 17%, 당류9g, 단백질 6g 11%,지방6g 12%, 포화지방1g 7%, 트랜스지방 0g, 콜레스테롤26mg 9%, 나트륨 870mg 44% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088452/19960188088452-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088452/19960188088452-2.jpg
8755,식품,19960188088424,굉장한컵밥불고기맛,즉석섭취,편의식품류/즉석조리식품,85g(295kcal),태경농산㈜/대구광역시 달성군 논공읍 논공로 87길 9,알수없음,"복원용밥47.06%{멥쌀99.37%(국산),식용유지가공품,인산염},베르미첼리(당면),{감자전분(네덜란드산),고구마전분(중국산),녹두전분},정백당,조미아미노산간장,양조간장,고과당,건조채심,참기름,건당근,옥배유,배퓨레,아이스당,양파,조미밀단백,비프엑기스,마늘,육수맛조미베이스,정제염,표고갓슬라이스,향미액,불고기풍미유,내쇼날-케이(찰옥수수변성전분,정백당,덱스트린),후추분말,분말카라멜(카라멜색소,말토덱스트린),생강엑기스,산도조절제,향미증진제,마늘정유","탈지대두(대두),알파소맥(밀)","1식기준 일일권장량대비%: 열량 290kcal,탄수화물61g 18%, 당류9g, 단백질 5g 9%,지방3.1g 6%, 포화지방0g 0%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 880mg 44% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088424/19960188088424-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088424/19960188088424-2.jpg
8756,식품,19960188088422,굉장한컵밥비빔밥,즉석섭취,편의식품류/즉석조리식품,85g(305kcal),태경농산㈜/대구광역시 달성군 논공읍 논공로 87길 9,알수없음,"복원용밥63.95%{멥쌀99.37%(국산),식용유지가공품,인산염},고추장{물엿,소맥분(밀:미국,호주산),정제수,양념다대기{고춧가루(고추:중국산)},밀쌀,고춧가루],비프육수추출물,건조채심,정백당,참기름,진간장,말토덱스트린,불고기풍미유,건당근,육수맛조미베이스,배퓨레,표고갓슬라이스,고과당,혼합제제(폴리글리시톨시럽,이소말토올리고당),양파,마늘,비프엑기스,난황분말,정제수,얀미증진제,생생고추파우다,후추분말,파프리카추출색소,산도조절제","탈지대두(대두),밀쌀(밀),난황분말(계란)","1식기준 일일권장량대비%: 열량 305kcal,탄수화물64g 19%, 당류8g, 단백질 6g 11%,지방2.6g 5%, 포화지방0g 0%, 트랜스지방 0g, 콜레스테롤2mg 1%, 나트륨 610mg 31% ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088422/19960188088422-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960188088422/19960188088422-2.jpg
8758,식품,19960144406236,고래사 어우동(매콤한맛),어묵,유탕처리제품/살균제품,316g,㈜늘푸른바다 제3공장/부산광역시 사하구 다산로 277/(051)262-3347,㈜이마트/서울시 성동구 뚝섬로 377(성수동2가)/(02)380-5678,"*어묵면1(80g*2개)-연육(수입산/어육,설탕,D-소르비톨,산도조절제),혼합제제(독일산/초산전분,말토덱스트린),정제소금(국산),글리신,L-글루타민산나트륨(향미증진제),타피오카전분,난백분(계란),효소처리스테비아 *매콤문어어묵(45g*2개)-연육(수입산/어육,설탕,D-소르비톨,산도조절제),타피오카전분(베트남산),문어(수입산)4.04%,고추(국산)(4.04%,대파,양파 *어짬뽕액상소스(30g*2개)-정제수,마늘(중국산),정제소금(국산),에이스소고기양념[정제소금(국산),소고기분말{소고기엑기스분말(소고기:호주산)},L-글루타민산나트륨(향미증진제),간장분말,포도당],양파,조미오징어분말,씨즈닝믹스베이스#125,고춧가루,굴엑기스,L-글루타민산나트륨(향미증진제),쇠고기농축분말,고추맛기름,홍합엑기스,대파 *어짬뽕건더기스프(3g*2개)-건미역(국산),건파(중국산),건당근(중국산),고춧가루,동결건조오징어(오징어,정제소금),건양배추(양배추,포도당),건청경채(청경채,포도당)","계란,우유,대두,밀,새우,오징어,닭고기,쇠고기,조개류(굴,홍합) 함유","1회 제공량(158g) 총2회 제공량(316g) 1회 제공량당 함량 *%영양성분기준치 : 열량 107kcal,탄수화물6g 3%, 당류4g, 단백질 6g 22%,지방7g 27%, 포화지방1g 19%, 트랜스지방 0g, 콜레스테롤3mg 2%, 나트륨 1048mg 105%, *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",8809265020950,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406236/19960144406236-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406236/19960144406236-2.jpg
8759,식품,19960144406235,고래사 어우동(시원한맛),어묵,유탕처리제품/살균제품,282g,㈜늘푸른바다 제3공장/부산광역시 사하구 다산로 277/(051)262-3347,㈜이마트/서울시 성동구 뚝섬로 377(성수동2가)/(02)380-5678,"*어묵면1(80g*2개)-연육(수입산/어육,설탕,D-소르비톨,산도조절제),혼합제제(독일산/초산전분,말토덱스트린),정제소금(국산),글리신,L-글루타민산나트륨(향미증진제),타피오카전분,난백분(계란),효소처리스테비아 *백설기(36g*2개)-연육(수입산/어육,설탕,D-소르비톨,산도조절제),혼합제제(독일산/초산전분,말토덱스트린),정제소금(국산),글리신,L-글루타민산나트륨(향미증진제),난백분(계란),효소처리스테비아 *어우동액상소스(23g*2개)-정제수,백설탕,양조간장[탈지대두(인도산),소맥(밀:미국산),천일염,액상과당,주정],정제소금(국산),농축스프베이스,가쓰오부시엑기스,미향,복합조미식품,향미증진제,카라멜색소,자몽종자추출물 *어묵탕용건더기스프(2g*2개)-동결건조대파88.2%[대파97%(국산),포도당],건미역(국산),건홍고추링","계란,밀,고등어,대두 함유","1회 제공량(141g) 총2회 제공량(282g) 1회 제공량당 함량 *%영양성분기준치 : 열량 104kcal,탄수화물8g 2%, 당류4g, 단백질 5g 8%,지방6g 12%, 포화지방1g 8%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 633mg 32%, *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",8809265020943,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406235/19960144406235-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406235/19960144406235-2.jpg
