decision,reason,food_catalog_id,source,food_code,brand_name,maker,name_ko,category,current_recommendation_status,primary_serving_g,candidate_company_tokens,haccp_report_no,haccp_product_name,haccp_manufacture,haccp_seller,haccp_allergy,allergen_tags,haccp_imgurl1,name_match_count,company_match_count,distinct_tag_set_count
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103801,MFDS_STANDARD_PROCESSED,P101-208000200-0079,"","FUJIAN RENCONGZONG FOOD TECHNOLOGY CO.,LTD",망고푸딩,PROCESSED,SEARCH_ONLY,50,fujianrencongzongfoodtechnologyco|ltd,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103802,MFDS_STANDARD_PROCESSED,P101-208000200-0080,"","FUJIAN RENCONGZONG FOOD TECHNOLOGY CO.,LTD",망고푸딩,PROCESSED,SEARCH_ONLY,50,fujianrencongzongfoodtechnologyco|ltd,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103803,MFDS_STANDARD_PROCESSED,P101-208000400-0026,"",몽상클레르코리아,망고푸딩,PROCESSED,SEARCH_ONLY,50,몽상클레르코리아,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103804,MFDS_STANDARD_PROCESSED,P101-208000400-0014,"",(주)더베이커리랩 제1공장,망고푸딩,PROCESSED,SEARCH_ONLY,50,더베이커리랩,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103805,MFDS_STANDARD_PROCESSED,P101-208000200-0044,"",(주)주디마리,망고푸딩,PROCESSED,SEARCH_ONLY,50,주디마리,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103809,MFDS_STANDARD_PROCESSED,P101-208000200-0035,"",(주)한미식품,망고푸딩,PROCESSED,SEARCH_ONLY,50,한미식품,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103810,MFDS_STANDARD_PROCESSED,P101-208000200-0004,"",해당없음,망고푸딩,PROCESSED,SEARCH_ONLY,50,"",2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,103811,MFDS_STANDARD_PROCESSED,P101-205000200-0295,"",(주)엠디에스코리아 1공장,망고푸딩,PROCESSED,SEARCH_ONLY,20,엠디에스코리아,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103812,MFDS_STANDARD_PROCESSED,P101-208000200-0070,"",COCON FOOD INDUSTRIES SDN. BHD,망고푸딩,PROCESSED,SEARCH_ONLY,50,coconfoodindustriessdnbhd,2007035526420,망고푸딩,㈜엠디에스코리아/ 경기도 파주시 파주읍 가마울길 212-17,알수없음,우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2007/2007035526420/2007035526420-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103827,MFDS_STANDARD_PROCESSED,P120-104010400-0971,"",(주)맛뜰안식품,맛있는어묵,PROCESSED,SEARCH_ONLY,30,맛뜰안식품,19950533001272,맛있는어묵,한성수산식품㈜_경북 포항시 남구 구룡포읍 병포길 130,한성기업㈜_경남 김해시 삼안로 51,"계란, 대두, 밀, 쇠고기","난류,대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1995/19950533001272/19950533001272-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103890,MFDS_STANDARD_PROCESSED,P123-207020300-3176,"",순수본주식회사,시금치된장국,PROCESSED,SEARCH_ONLY,50,순수본,20150445222328,시금치된장국,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/(043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"쇠고기,대두,밀함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2015/20150445222328/20150445222328-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103891,MFDS_STANDARD_PROCESSED,P123-207020300-0580,"",슈퍼키친센트럴키친,시금치된장국,PROCESSED,SEARCH_ONLY,50,슈퍼키친센트럴키친,20150445222328,시금치된장국,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/(043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"쇠고기,대두,밀함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2015/20150445222328/20150445222328-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103892,MFDS_STANDARD_PROCESSED,P123-207020300-0581,"",집반찬연구소,시금치된장국,PROCESSED,SEARCH_ONLY,50,집반찬연구소,20150445222328,시금치된장국,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/(043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"쇠고기,대두,밀함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2015/20150445222328/20150445222328-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103893,MFDS_STANDARD_PROCESSED,P123-207020300-2460,"",(주)슈퍼메이커즈제2센트럴키친,시금치된장국,PROCESSED,SEARCH_ONLY,50,슈퍼메이커즈제2센트럴키친,20150445222328,시금치된장국,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/(043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"쇠고기,대두,밀함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2015/20150445222328/20150445222328-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,103894,MFDS_STANDARD_PROCESSED,P123-207020300-4153,"",농업회사법인(주) 손맛,시금치된장국,PROCESSED,SEARCH_ONLY,50,손맛,20150445222328,시금치된장국,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14/(043)870-3100,㈜이마트 / 서울특별시 성동구 뚝섬로 377(성수동2가) / (02)380-5678,"쇠고기,대두,밀함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2015/20150445222328/20150445222328-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104016,MFDS_STANDARD_PROCESSED,P112-004000300-0012,"",샘표식품주식회사,맑은조선간장,PROCESSED,SEARCH_ONLY,20,샘표식품,1986035805910,맑은조선간장,샘표식품주식회사 공장 : 경기도 이천시 호법면 이섭대천로 58,샘표식품주식회사 본사 : 서울특별시 중구 충무로 2,대두 함유,대두,http://www.haccp.or.kr/fresh/prdimg/1986/1986035805910/1986035805910-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104047,MFDS_STANDARD_PROCESSED,P123-218020300-0044,"",주식회사도야지식품,매콤달콤순대볶음,PROCESSED,SEARCH_ONLY,50,도야지식품,20140188028117,매콤달콤 순대볶음,㈜도야지식품_대구광역시 달성군 유가면 테크노중앙대로20,홈플러스㈜_서울시 강서구 화곡로 398,"우유,대두,밀,돼지고기,토마토,쇠고기,조개류(굴)","우유,대두,밀,돼지고기,토마토,쇠고기,조개류",http://www.haccp.or.kr/fresh/prdimg/2014/20140188028117/20140188028117-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104102,MFDS_STANDARD_PROCESSED,P123-215020300-0026,"",주식회사도야지식품,매콤바삭김말이튀김,PROCESSED,SEARCH_ONLY,50,도야지식품,2014018802838,매콤바삭김말이튀김,㈜도야지식품/대구광역시 달성군 유가면 테크노중앙대로 20,㈜도야지식품/대구광역시 달성군 유가면 테크노중앙대로 20,"대두,밀,쇠고기 함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014018802838/2014018802838-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104202,MFDS_STANDARD_PROCESSED,P110-400040000-0392,"",매일유업(주)영동공장,맘마밀 안심이유식 브로콜리와 닭가슴살,PROCESSED,SEARCH_ONLY,50,매일유업영동,20000441043143,맘마밀 안심이유식 브로콜리와 닭가슴살,매일유업㈜영동공장(F4) 충청북도 영동군 매곡면 괘방령로 730-20,매일유업㈜영동공장(F4) 충청북도 영동군 매곡면 괘방령로 730-20,닭고기 함유,닭고기,http://www.haccp.or.kr/fresh/prdimg/2000/20000441043143/20000441043143-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,104412,MFDS_STANDARD_PROCESSED,P123-201020300-1369,"",오뚜기냉동식품주식회사,맛있는 새우볶음밥,PROCESSED,SEARCH_ONLY,200,오뚜기냉동식품,19930199349637,맛있는 새우볶음밥,천일식품(주)_인천광역시 남동구 앵고개로 426 /,천일식품(주)_인천광역시 남동구 앵고개로 426 /,"새우,쇠고기,닭고기,대두,밀,우유,오징어","우유,대두,밀,새우,닭고기,쇠고기,오징어",http://www.haccp.or.kr/fresh/prdimg/1993/19930199349637/19930199349637-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,104452,MFDS_STANDARD_PROCESSED,P123-201020300-6268,"",오뚜기냉동식품(주),맛있는 새우볶음밥,PROCESSED,SEARCH_ONLY,200,오뚜기냉동식품,19930199349637,맛있는 새우볶음밥,천일식품(주)_인천광역시 남동구 앵고개로 426 /,천일식품(주)_인천광역시 남동구 앵고개로 426 /,"새우,쇠고기,닭고기,대두,밀,우유,오징어","우유,대두,밀,새우,닭고기,쇠고기,오징어",http://www.haccp.or.kr/fresh/prdimg/1993/19930199349637/19930199349637-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104507,MFDS_STANDARD_PROCESSED,P123-302030100-0234,"",오뚜기냉동식품(주),맛있는교자만두,PROCESSED,SEARCH_ONLY,150,오뚜기냉동식품,2004035558089,맛있는교자만두,오뚜기냉동식품주식회사 경기도 파주시 파주읍 파발로65,주식회사오뚜기 경기도 안양시 동안구 흥안대로405 www.ottogi.co.kr,"돼지고기, 쇠고기, 밀, 대두함유","대두,밀,돼지고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2004/2004035558089/2004035558089-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104508,MFDS_STANDARD_PROCESSED,P123-302030100-3295,"",오뚜기냉동식품(주),맛있는교자만두,PROCESSED,SEARCH_ONLY,150,오뚜기냉동식품,2004035558089,맛있는교자만두,오뚜기냉동식품주식회사 경기도 파주시 파주읍 파발로65,주식회사오뚜기 경기도 안양시 동안구 흥안대로405 www.ottogi.co.kr,"돼지고기, 쇠고기, 밀, 대두함유","대두,밀,돼지고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2004/2004035558089/2004035558089-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,104522,MFDS_STANDARD_PROCESSED,P123-201020300-1395,"",농업회사법인주식회사한우물,맛있는낙지볶음밥,PROCESSED,SEARCH_ONLY,200,한우물,2008049307499,맛있는낙지볶음밥,한우물영농조합법인_전북 김제시 용지면 백자1길 112,한성기업㈜_경남 김해시 삼안로 51,"새우,게,밀,대두,쇠고기","대두,밀,게,새우,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2008/2008049307499/2008049307499-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104540,MFDS_STANDARD_PROCESSED,P117-100010300-0077,"",한성기업(주),맛있는국산안심장조림,PROCESSED,SEARCH_ONLY,30,한성기업,19930607450325,맛있는 국산안심 장조림,한성기업㈜/경남 김해시 삼안로 51,한성기업㈜/경남 김해시 삼안로 51,"돼지고기,대두,밀 함유","대두,밀,돼지고기",http://www.haccp.or.kr/fresh/prdimg/1993/19930607450325/19930607450325-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104677,MFDS_STANDARD_PROCESSED,P119-204020400-0173,"",(주)데어리젠,맛단지바나나우유,PROCESSED,SEARCH_ONLY,200,데어리젠,2012037902693,맛단지 바나나우유,㈜데어리젠:강원도 원주시 문막읍 문막공단길 170,서울우유협동조합 양주공장:경기도 양주시 고덕로 139번길 360(덕계동),우유 함유,우유,http://www.haccp.or.kr/fresh/prdimg/2012/2012037902693/2012037902693-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,104783,MFDS_STANDARD_PROCESSED,P120-200020200-0256,"",대경에프앤비(주),맛의 明太子(명태자),PROCESSED,SEARCH_ONLY,50,대경에프앤비,1999012821029,맛의 明太子(명태자),대경에프앤비㈜_부산광역시 서구 구덕로 301번길 4,대경에프앤비㈜_부산광역시 서구 구덕로 301번길 4,대두,대두,http://www.haccp.or.kr/fresh/prdimg/1999/1999012821029/1999012821029-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105110,MFDS_STANDARD_PROCESSED,P113-206020400-6993,"","MASAN INDUSTRIAL ONE MEMBER CO.,LTD",스위트 칠리소스,PROCESSED,SEARCH_ONLY,50,masanindustrialonememberco|ltd,20060445219334,스위트칠리소스,㈜ 아워홈 충북 음성군 삼성면 청용료 293,㈜ 아워홈 충북 음성군 삼성면 청용료 293,"토마토, 대두, 밀, 닭고기 함유","대두,밀,토마토,닭고기",http://www.haccp.or.kr/fresh/prdimg/2006/20060445219334/20060445219334-1.jpg,3,0,2
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105111,MFDS_STANDARD_PROCESSED,P113-206020400-6992,"",LLC TANHO HOLDING,스위트 칠리소스,PROCESSED,SEARCH_ONLY,50,llctanhoholding,20060445219334,스위트칠리소스,㈜ 아워홈 충북 음성군 삼성면 청용료 293,㈜ 아워홈 충북 음성군 삼성면 청용료 293,"토마토, 대두, 밀, 닭고기 함유","대두,밀,토마토,닭고기",http://www.haccp.or.kr/fresh/prdimg/2006/20060445219334/20060445219334-1.jpg,3,0,2
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105112,MFDS_STANDARD_PROCESSED,P113-206020400-8494,"",THAI AGRI FOODS PUBLIC COMPANY LIMITED.,스위트 칠리소스,PROCESSED,SEARCH_ONLY,50,thaiagrifoodspubliccompanylimited,20060445219334,스위트칠리소스,㈜ 아워홈 충북 음성군 삼성면 청용료 293,㈜ 아워홈 충북 음성군 삼성면 청용료 293,"토마토, 대두, 밀, 닭고기 함유","대두,밀,토마토,닭고기",http://www.haccp.or.kr/fresh/prdimg/2006/20060445219334/20060445219334-1.jpg,3,0,2
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105113,MFDS_STANDARD_PROCESSED,P113-206020400-6994,"",LLC TANHO HOLDING,스위트 칠리소스,PROCESSED,SEARCH_ONLY,50,llctanhoholding,20060445219334,스위트칠리소스,㈜ 아워홈 충북 음성군 삼성면 청용료 293,㈜ 아워홈 충북 음성군 삼성면 청용료 293,"토마토, 대두, 밀, 닭고기 함유","대두,밀,토마토,닭고기",http://www.haccp.or.kr/fresh/prdimg/2006/20060445219334/20060445219334-1.jpg,3,0,2
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105114,MFDS_STANDARD_PROCESSED,P113-206020400-4404,"",(주)팜앤들제2공장,스위트 칠리소스,PROCESSED,SEARCH_ONLY,50,팜앤들,20060445219334,스위트칠리소스,㈜ 아워홈 충북 음성군 삼성면 청용료 293,㈜ 아워홈 충북 음성군 삼성면 청용료 293,"토마토, 대두, 밀, 닭고기 함유","대두,밀,토마토,닭고기",http://www.haccp.or.kr/fresh/prdimg/2006/20060445219334/20060445219334-1.jpg,3,0,2
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,105315,MFDS_STANDARD_PROCESSED,P117-201020100-0227,"",한성기업(주),매콤불고기맛후랑크,PROCESSED,SEARCH_ONLY,30,한성기업,19930607450165,매콤불고기맛후랑크,한성기업㈜/경남 김해시 삼안로51,한성기업㈜/경남 김해시 삼안로51,"닭고기,쇠고기,대두,밀 함유","대두,밀,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1993/19930607450165/19930607450165-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105316,MFDS_STANDARD_PROCESSED,P117-201020100-0226,"",(주)소디프비앤에프,매콤불고기맛후랑크,PROCESSED,SEARCH_ONLY,30,소디프비앤에프,19930607450165,매콤불고기맛후랑크,한성기업㈜/경남 김해시 삼안로51,한성기업㈜/경남 김해시 삼안로51,"닭고기,쇠고기,대두,밀 함유","대두,밀,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1993/19930607450165/19930607450165-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105474,MFDS_STANDARD_PROCESSED,P117-700050200-0168,"",오뚜기냉동식품주식회사,맛있닭 스팀 닭가슴살 마늘맛,PROCESSED,SEARCH_ONLY,50,오뚜기냉동식품,2014040502552,맛있닭 스팀 닭가슴살 마늘맛,농업회사법인 ㈜산과들에프앤씨 (충북 청주시 청원구 북이면 내둔길 27),㈜푸드나무 (서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 R&D타워 1113호),"닭고기,대두,밀,우유","우유,대두,밀,닭고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014040502552/2014040502552-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105523,MFDS_STANDARD_PROCESSED,P117-502050200-0071,"",농업회사법인(주)국일에프앤비,맛있닭 닭가슴살 스테이크 호박맛,PROCESSED,SEARCH_ONLY,50,국일에프앤비,2014044803556,맛있닭 닭가슴살 스테이크 호박맛,농업회사법인㈜국일에프엔비 충남 공주시 탄천산업단지길91,㈜푸드나무 서울특별시 마포구 월드컵북로 396 누리꿈스퀘어비지니스타워 15층,"닭고기,쇠고기,대두,밀,우유,토마토","우유,대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014044803556/2014044803556-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105546,MFDS_STANDARD_PROCESSED,P108-003000400-0963,"",(주)농심,맛짬뽕,PROCESSED,SEARCH_ONLY,50,농심,20010549541104,맛짬뽕,알수없음,알수없음,"밀, 대두, 계란, 우유, 게, 새우, 돼지고기, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함)함유","난류,우유,대두,밀,게,새우,돼지고기,닭고기,쇠고기,오징어,조개류",http://www.haccp.or.kr/fresh/prdimg/2001/20010549541104/20010549541104-1.jpg,4,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105552,MFDS_STANDARD_PROCESSED,P117-502050200-0067,"",농업회사법인(주)국일에프앤비,맛있닭 닭가슴살 스테이크 고추맛,PROCESSED,SEARCH_ONLY,50,국일에프앤비,2014044803555,맛있닭 닭가슴살 스테이크 고추맛,농업회사법인㈜국일에프엔비 충남 공주시 탄천산업단지길91,㈜푸드나무 서울특별시 마포구 월드컵북로 396 누리꿈스퀘어비지니스타워 15층,"닭고기,쇠고기,대두,밀,우유,토마토","우유,대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014044803555/2014044803555-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105553,MFDS_STANDARD_PROCESSED,P117-502050200-0066,"",농업회사법인(주)국일에프앤비,맛있닭 닭가슴살 스테이크 갈릭맛,PROCESSED,SEARCH_ONLY,50,국일에프앤비,2014044803589,맛있닭 닭가슴살스테이크 갈릭맛,농업회사법인㈜국일에프엔비 충남 공주시 탄천산업단지길 91,㈜푸드나무 서울특별시 마포구 월드컵북로 396 누리꿈스퀘어비지니스타워 15층,"닭고기,대두,우유,계란","난류,우유,대두,닭고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014044803589/2014044803589-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105555,MFDS_STANDARD_PROCESSED,P117-201020100-0222,"",(주)팜스코푸드,맛있닭 닭가슴살 소시지 현미맛,PROCESSED,SEARCH_ONLY,30,팜스코푸드,20140405025161,맛있닭 닭가슴살 소시지 현미맛,㈜산과들에프앤씨 충북 청주시 청원구 북이면 내둔길 27,㈜푸드나무 서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 15층,"닭고기,쇠고기,대두 함유","대두,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2014/20140405025161/20140405025161-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105578,MFDS_STANDARD_PROCESSED,P101-104000100-0366,"",주식회사 우리밀 새말공장,맛짱,PROCESSED,SEARCH_ONLY,30,우리밀새말,2014038329940,맛짱,㈜미찌푸드_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"밀, 우유, 대두, 쇠고기","우유,대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014038329940/2014038329940-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,105579,MFDS_STANDARD_PROCESSED,P101-106000100-0657,"",미찌푸드(주),맛짱,PROCESSED,SEARCH_ONLY,30,미찌푸드,2014038329940,맛짱,㈜미찌푸드_강원도 원주시 문막읍 반산2로 72,㈜이마트_서울특별시 성동구 뚝섬로 377 (성수동2가),"밀, 우유, 대두, 쇠고기","우유,대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2014/2014038329940/2014038329940-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105580,MFDS_STANDARD_PROCESSED,P108-003000400-0082,"",(주)농심,맛짬뽕,PROCESSED,SEARCH_ONLY,50,농심,20010549541104,맛짬뽕,알수없음,알수없음,"밀, 대두, 계란, 우유, 게, 새우, 돼지고기, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함)함유","난류,우유,대두,밀,게,새우,돼지고기,닭고기,쇠고기,오징어,조개류",http://www.haccp.or.kr/fresh/prdimg/2001/20010549541104/20010549541104-1.jpg,4,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,105941,MFDS_STANDARD_PROCESSED,P109-302030200-0779,"",(주)풀무원녹즙,망고&사과,BEVERAGE,SEARCH_ONLY,200,풀무원녹즙,2009044204083,망고&사과,"풀무원건강생활㈜, 충북 증평군 도안면 원명로 35",알수없음,대두함유,대두,http://www.haccp.or.kr/fresh/prdimg/2009/2009044204083/2009044204083-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,106161,MFDS_STANDARD_PROCESSED,P103-101020100-0204,"",(주)오리온,마켓오초콜릿오리지널,PROCESSED,SEARCH_ONLY,20,오리온,19830487051148,마켓오 초콜릿 오리지널,㈜오리온 제3익산공장_전라북도 익산시 동서로 317,㈜오리온 제3익산공장_전라북도 익산시 동서로 317,"우유, 대두","우유,대두",http://www.haccp.or.kr/fresh/prdimg/1983/19830487051148/19830487051148-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,106285,MFDS_STANDARD_PROCESSED,P117-501050200-0224,"",(주)한맥식품,시그니처 순살치킨,PROCESSED,SEARCH_ONLY,50,한맥식품,2015040500139,시그니처 순살치킨,해마로푸드서비스㈜ Tel.02-418-8884 충북 진천군 덕산면 신척산단 1로 5,해마로푸드서비스㈜ Tel.02-418-8884 충북 진천군 덕산면 신척산단 1로 5,"닭고기,밀,대두 함유","대두,밀,닭고기",http://www.haccp.or.kr/fresh/prdimg/2015/2015040500139/2015040500139-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,106286,MFDS_STANDARD_PROCESSED,P117-501050200-0225,"",(주)맘스터치앤컴퍼니,시그니처 순살치킨,PROCESSED,SEARCH_ONLY,50,맘스터치앤컴퍼니,2015040500139,시그니처 순살치킨,해마로푸드서비스㈜ Tel.02-418-8884 충북 진천군 덕산면 신척산단 1로 5,해마로푸드서비스㈜ Tel.02-418-8884 충북 진천군 덕산면 신척산단 1로 5,"닭고기,밀,대두 함유","대두,밀,닭고기",http://www.haccp.or.kr/fresh/prdimg/2015/2015040500139/2015040500139-1.jpg,1,0,1
